Street_Name,Nodes
PULASKI HIGHWAY,"[{37434374, 982862854, 49461780, 37354526, 49532449, 1296207394, 2971499561, 37636138, 37636139, 49532461, 393519151, 613930544, 631315504, 37674558, 1296207427, 37674565, 3371257928, 982862408, 37674582, 37675106, 7645906019, 49401443, 982862949, 37674606, 37674611, 49521789, 49475198, 37675138, 982862469, 37675144, 37539469, 37675150, 49514126, 49391761, 49475219, 37437078, 37437079, 37613728, 37675169, 37675171, 393531053, 6525594810, 49398972, 49496765, 37326020, 49417943, 49503454, 49385699, 49426662, 49426663, 982863081, 37675242, 37674731, 49428202, 49488622, 37674741, 7772216567, 7772216568, 37674745, 37610234, 37674749, 37674751, 37674758, 37674760, 37675276, 37038349, 37603086, 966295823, 37603087, 37675280, 37675283, 37602583, 37292826, 49477915, 3080464670, 37674785, 982862633, 37674795, 49438511, 49507636, 49528631, 37430587, 49532228, 37621573, 37621575, 37674824, 37354313, 49498958, 49526607, 1104181074, 982863190, 49532247, 49496412, 37425502, 37674849, 2468399969, 49532258, 8583250792, 8583250793, 49453417, 1484826476, 37579118, 37579119, 49532274, 6062720884, 49532277, 49532281, 7031261564, 37634429, 49532285, 37255564, 527753612, 7829243278, 7829243279, 393530260, 37633941, 393530261, 37674903, 37674904, 49478550, 37674906, 37665691, 37665692, 602417565, 3659100572, 602417567, 49527199, 37101985, 37674916, 393530277, 49475494, 393530281, 49475497, 393530283, 49475002, 37674940, 49422268, 37674430, 699530689, 37674442, 37674449, 37465554, 37674962, 648096730, 37674970, 613930463, 527753711, 6968945136, 6968945137, 610317814, 37674488, 37024249, 37344763, 49401341, 37675007}]"
LORRAINE AVENUE,"[{37602593, 37602661, 37602633, 37602638, 37602640, 37602583, 37602584}]"
HAZEL STREET,"[{49504131, 49457897, 49475222, 49475224, 49475226}]"
KENZIE AUDREY COURT,"[{383978344, 383978361, 383978360}]"
PACIFIC STREET,"[{49531403, 49495414, 49569207}]"
ALEXANDER CHASE,"[{37372312, 37372306}]"
MAINFIELD AVENUE,"[{49475905, 49475910, 49475885, 49475887, 49475892, 49475895, 49475896, 49475898}]"
MARTIN AVENUE,"[{37852184, 37653225, 37677384, 1407759708}]"
SOUTH ATHOL AVENUE,"[{49510088, 49510973, 49390670}]"
CASADEL AVENUE,"[{2838778723, 49522826, 49562412, 49535471, 49515121, 49562417, 49527221}]"
ROLLING VIEW AVENUE,"[{37291266, 37291268, 37761258, 2861197359, 912964464, 797771130}]"
NORTH ROSE STREET,"[{49447808, 49421197, 49456926, 49460007, 49460008, 49460012, 49460013, 49460015, 49460016, 49460018, 49460020, 49460021, 49460033, 49460035, 49460036, 49460037, 49460038, 49460040, 9485187019, 4538945106, 49399397}]"
KIRK FARM CIRCLE,[{3184820327}]
WEST ORANGE COURT,"[{37760702, 1616757687}]"
CASSELL DRIVE,"[{1284970598, 49436112, 49447731, 3939936095, 1284970653, 9332101119}]"
NEWHAVEN DRIVE,"[{37657234, 37657253, 37603846}]"
ROLLING GLEN ROAD,"[{2590761936, 37759177}]"
BOOTH STREET,"[{49483296, 49483291}]"
MAVIS AVENUE,"[{37563474, 37586443}]"
LUCIA AVENUE,"[{49504769, 49504757, 49504743}]"
REBECCA LANE,"[{37876681, 443408642, 443408643, 37690228}]"
CHARLOTTES LANE,"[{6258839443, 6258839445}]"
CHATTAM COURT,"[{37276957, 1455664550}]"
HOLLINS AVENUE,"[{37571874, 37571846, 3054467921, 1082074073, 2103672670}]"
CAVESWOOD LANE,"[{37597676, 37597630}]"
LOUNSBURY COURT,"[{37605481, 37605479}]"
NORTHFIELDS CIRCLE,"[{37593004, 37593029}]"
KENNEBUNK ROAD,"[{37679512, 37679493, 37679502}]"
CHURCHBERRY COURT,"[{37930654, 37855710}]"
NORTH POINT ROAD,"[{49439744, 37841410, 888615431, 631347720, 37836296, 37673995, 888615438, 37656595, 37604371, 37238293, 49461780, 1937721373, 37726246, 37773351, 49381933, 49381935, 37841455, 49381937, 37845562, 37779515, 867678779, 37700669, 37805121, 37845582, 37431890, 37771347, 37641310, 37841503, 968360030, 888615520, 37598821, 37284970, 37743212, 602435693, 37845619, 37841524, 37566071, 8265790080, 37018241, 37845633, 37845636, 37841028, 37636235, 37353100, 797704848, 37285010, 37895321, 1030356122, 37659814, 37779627, 37621931, 37696176, 37775042, 37756623, 3932444383, 3932444384, 3932444385, 3932444386, 37532898, 37836517, 37699813, 37711080, 37488874, 37841132, 37343470, 37656819, 37632252, 37840638, 37841153, 37621004, 37841165, 37841167, 37695769, 37841180, 37841182, 37305634, 37841187, 37841189, 49554727, 3112399655, 49554729, 37102377, 37325135, 602434895, 602434898, 37841235, 37841234, 9753684828, 9753684829, 37742431, 37841258, 1406595435, 37632875, 1406595443, 37841269, 3066082168, 37814656, 37590403, 37778313, 37841297, 37598623, 37515681, 37742515, 37841337, 37654970, 37841339, 37841341, 37691838, 37841343, 37841346, 1437074372, 37841349, 602434502, 37630414, 37841359, 37293010, 37364700, 37661661, 968369118, 37803485, 37664736, 972889057, 37687267, 37800419, 37743603, 8027002868, 37708791, 37603326, 37102591}]"
PINECONE COURT,"[{37601517, 37601518}]"
FAR CORNERS MEWS,"[{1989787794, 37832834, 1989787788, 1989787791}]"
WALDEN OAK COURT,"[{37709216, 37709215}]"
FAIRLANE DRIVE,"[{49516053, 49497430}]"
LEFT AILERON STREET,"[{37648073, 37610659, 37648051}]"
TURPIN LANE,"[{49499761, 49438410}]"
HOLLY HUNT ROAD,"[{37721298, 37721299, 37721284}]"
TANYARD ROAD,"[{37813305, 37701527}]"
WILLS STREET,"[{4422183723, 4422183724, 5504357717, 49464567}]"
FAIRWIND DRIVE,"[{37733600, 37733616}]"
ATWICK ROAD,"[{49568208, 49483882}]"
HARPER STREET,"[{753313402, 753313420}]"
STREAM VALLEY GARTH,"[{37711962, 37831812}]"
KLEIN AVENUE,"[{37653224, 37673361}]"
GARDENVILLE AVENUE,"[{49557164, 49481957, 49541278}]"
PLEASANT VILLA AVENUE,"[{37663464, 37736362, 37736368, 37736373, 37429815}]"
COVENTRY PLACE,"[{37571832, 37571835, 37571843, 37571831}]"
HILLWELL ROAD,"[{49477664, 49491576, 49491549}]"
ROANOKE DRIVE,"[{37468322, 37833801, 37616788, 37293976, 37772441, 37755035}]"
MORNING STAR COURT,"[{37565962, 37565967}]"
WENIG AVENUE,"[{37734280, 37734281, 37734282, 37734283, 37655631, 37690394}]"
LEIGHTON AVENUE,"[{49521484, 49467989, 49467990}]"
MCPHAIL STREET,"[{49474737, 49557831}]"
HILLSWAY COURT,"[{37815745, 37845107}]"
BEAGLE LANE,"[{2299056312, 2299056273}]"
NORTH BEAUMONT AVENUE,"[{37746241, 37746247, 37746248, 37746249, 6045411786, 37726668, 37746252, 6045411668}]"
FRANCIS PLACE,"[{37648640, 37648642}]"
ISSACS ROAD,"[{37729580, 37542992, 37729616, 37687260, 37542974}]"
NUTH AVENUE,"[{49475953, 49571778, 1421539797}]"
JAMESFORD ROAD,"[{37699707, 37699687}]"
PLATE MILL ROAD,"[{9222322309, 10090479242, 12055427370, 12055427373, 7644201526}]"
SOUTH CENTRAL AVENUE,"[{49548606, 5749632832, 49548610, 5749632834, 5749632833, 896441447, 49535211, 5749632830, 49435730, 49471315, 49493722, 5749632828, 49531198}]"
SETHLOW ROAD,"[{49485027, 49480478}]"
PARKRIDGE LANE,"[{4893704018, 4893704019}]"
SANDY HOOK ROAD,"[{2237913419, 37783323, 37606364, 37606334}]"
TERRACE WAY,"[{37614780, 37624773}]"
SAINT CLAIR CROSSING,"[{2138039493, 2138039495, 2138039507, 2138039517, 2138039422}]"
DOVES COVE ROAD,"[{37693955, 37614713, 37643131, 37693983}]"
BREEDERS CUP CIRCLE,"[{37022444, 37544758}]"
CANDRY TERRACE,"[{37647065, 37635341, 37338653, 37647070}]"
GREENBERRY ROAD,"[{49494986, 49476059}]"
CHANCERY COURT,"[{37779032, 37716021}]"
SANBOURNE ROAD,"[{37668153, 37668154, 37625275, 37717972}]"
HANWELL ROAD,"[{37645696, 37645667, 37645674, 37645713, 393527960}]"
RAMONA AVENUE,"[{49492369, 49492371, 49492380}]"
NEVADA STREET,"[{49562760, 49492841, 49467757, 49558166}]"
NORTHWICK ROAD,"[{49490981, 49527782, 49474527}]"
REEDBIRD AVENUE,"[{49468138, 49544524, 49421007, 49558965, 49522460}]"
AVON COURT,"[{37861462, 37456351}]"
47TH STREET,"[{1247830640, 37636971, 632158824}]"
GAILRIDGE COURT,"[{37666450, 37666451}]"
GREENHOUSE LANE,"[{37097904, 37645361}]"
CLIFTON ROAD,"[{49465984, 1399404227, 1399404230, 49457962, 49465994, 49466028, 1399404240, 49466002, 49469628}]"
HUNTING FIELDS ROAD,"[{37806211, 1296934394, 37806203, 37642077, 37601919}]"
ELLIE LANE,"[{1852299524, 1852299413}]"
OLD WILLOW WAY,"[{5559355168, 37700514, 5559355164, 37572510}]"
RETFORD WAY,"[{37593306, 37593255}]"
ROLAND HEIGHTS AVENUE EXTENDED,"[{49378036, 8996738463}]"
KINGS ROAD,"[{37862744, 37873876}]"
CLYDE BANK ROAD,[{37719774}]
LISTER ROAD,"[{37691130, 37666003}]"
PENT ANGEL WAY,"[{37463932, 37593687}]"
GILMORE AVENUE,"[{37815497, 37593634}]"
SHELLEY ROAD,"[{37632200, 37632206, 37586287, 37632181, 37632153, 37632155, 37632188}]"
WOODSHOLE ROAD,"[{37699236, 37863159}]"
PIONEER DRIVE,"[{49496805, 49503238, 49503239, 49486218, 49503242, 49503275, 49503213, 49488302, 49477299, 49457620, 49503219}]"
CLARKS POINT ROAD,"[{37504379, 37324678, 3115976222}]"
BAY STREET,"[{49482129, 49482140, 49482141}]"
HUNTCHASE COURT,"[{37791985, 37791989, 37791990, 37791991}]"
SUSANNA COURT,"[{37814051, 37814052}]"
RAVENHURST ROAD,"[{4908385161, 3046056010, 4908374261, 4908374262, 4908374264, 4908374265, 4908374266, 4908374267, 4908374268}]"
LEEWOOD ROAD,"[{37875404, 37690311}]"
DELMAR CIRCLE,"[{37565874, 37565875}]"
PRATT AVENUE,"[{37666187, 37666133, 37666143}]"
MARONE COURT,"[{37675297, 37616423}]"
COURTLEIGH DRIVE,"[{37643681, 393530211, 37643753, 37643657, 37643691, 37516495, 37564826, 37564465, 2129416242, 37564979, 37643664, 37585397, 37643669, 37643674, 37643738, 37643677, 37643678, 37643647}]"
ROUNDNOLL ROAD,"[{37736504, 37913853}]"
WHEELWRIGHT DRIVE,"[{37523541, 37353711}]"
WATERS WATCH COURT,"[{37621450, 37848869}]"
JUSTA LANE,"[{37592637, 37592630}]"
YEOHO ROAD,"[{37768992, 37834592, 37561031, 37716168, 4819249322, 37808589, 37837077, 37631673, 37671131, 37837436}]"
CREE COURT,"[{37771469, 37603031}]"
BARTON OAKS ROAD,"[{37584658, 37545598}]"
RAMORT DRIVE,"[{37704953, 37772291, 37709854}]"
HARVEST ROAD,"[{1041320512, 49495707, 49571509, 49577919}]"
HOLLY RIDGE COURT,"[{1422017352, 37349835}]"
ARDLEY AVENUE,"[{49491274, 49548582}]"
AFFELD AVENUE,"[{37708881, 37675138}]"
WEST BIDDLE STREET,"[{49444756, 49514373, 610457975}]"
PARKS LANE,"[{37847396, 37847398}]"
SAINT ALBANS ROAD,"[{37738337, 37769544, 37672588, 1217789043, 37771775}]"
KIMBERLY ANNE COURT,"[{37668940, 37741580}]"
BONNIE MEADOW CIRCLE,"[{37629960, 37033858, 37630006}]"
PISTORIO ROAD,"[{37800176, 7074230795, 37842799}]"
DARLEIGH ROAD,"[{37586443, 1379022138, 37586349, 37586382, 37586352, 37586357, 37586422, 37586330, 37586332, 37586460}]"
ORTH ROAD,"[{37914105, 37814650}]"
MONROE ROAD,"[{37636386, 952676036}]"
TALLES ROAD,"[{37647312, 37582842, 37612501, 37647290}]"
TWIN MAPLE AVENUE,"[{37844177, 37844175}]"
WOODBINE TERRACE,"[{37722531, 37614350}]"
ERIMIKE COURT,"[{2441357004, 2441356996}]"
MURRAY POINT ROAD,"[{37635936, 37730600, 37730638}]"
SPRING AVENUE,"[{37579397, 37579270, 2135520647, 37579401, 37562252, 37579285, 37579294, 37579300, 37579303, 37579307, 37579384, 37562302, 37579330, 37579331, 37579332, 37579333, 7985587542, 37512793, 37579359, 37564132, 37574132, 37579256, 37579258}]"
HOLLY BRANCH COURT,"[{37721456, 37721539, 37828999}]"
KELOX ROAD,"[{37588387, 37773574, 37492679, 2149653447, 1260397229, 2149653454, 2149653039, 37410576, 37647312, 37602483, 37585173, 37773590, 37584823}]"
GANDSON COURT,"[{37743852, 37743877}]"
PONCABIRD PASS,"[{49466240, 49569519, 833591504, 833277404, 49466236}]"
ORIOLE AVENUE,"[{966520616, 37688244, 3182183949}]"
TEMPLE AVENUE,"[{37460016, 37668162, 37668163}]"
MARLOW ROAD,"[{49539544, 49515307}]"
RAYME ROAD,"[{37919187, 37888543}]"
MIDDLE RIVER COURT,"[{37591240, 37591237}]"
WIDEBROOK COURT,"[{37608299, 37719511}]"
MEWS DRIVE,"[{37562506, 37562484, 37562479}]"
WOODWARD STREET,"[{1406564089, 1406564090}]"
HAMMOCK TRAIL,"[{37628114, 37591492}]"
WALDMAN AVENUE,"[{37596390, 37818197, 37721048, 37731132, 37731133}]"
DARNALL ROAD,"[{37468899, 37720517, 37700424, 37720520, 37614573, 37607700, 37650325, 37652981}]"
ALMA ROAD,"[{37679360, 37677216, 37747810, 37562628, 37561230, 37759215, 37393494}]"
EAST PLEASANT STREET,"[{49414336, 49457509, 49457513, 49469674, 49457515, 9758584621, 49457518, 49457522, 49457529}]"
MOUNT AIRY ROAD,"[{37759468, 37759508, 37663134}]"
KILKEA COURT,"[{37739581, 37809205, 37739566, 37739567}]"
FAR HILLS COURT,"[{37601964, 37620766}]"
RAVEN DRIVE,"[{37604580, 37566838}]"
WOOD GLENN COURT,"[{37404658, 37597931}]"
WARREN TREE WAY,"[{37630520, 2821697407}]"
MLADIES COURT,"[{37637282, 37637271}]"
WILBERT AVENUE,"[{49462681, 49531324, 37705004, 37662334}]"
PETERS AVENUE,"[{37794781, 37728741}]"
SUE AVENUE,"[{37834180, 829668556, 37764464, 37834193, 37764531, 37551389}]"
SPRUCE DRIVE,"[{49468417, 49492423}]"
JONES VIEW DRIVE,"[{37703908, 37703900}]"
CATTERICK COURT,"[{37387721, 37652181, 37656833, 37678743}]"
NORTHLAND ROAD,"[{37669978, 37850502}]"
OWINGS AVENUE,"[{37624681, 37624674}]"
GALVARIUN COURT,"[{1055497185, 1055496834, 1055496837}]"
LOVETON FARMS COURT,"[{37396480, 37418561, 1989787767, 37396471}]"
ROCKRIMMON ROAD,"[{37739697, 37763491}]"
CAMELLIA ROAD,"[{37931904, 37815516, 37921846, 37301423}]"
RIDERWOOD DRIVE,"[{37668040, 37668009, 37682124, 37668048, 37667999}]"
MIDDLEGATE COURT,"[{37723457, 37723459}]"
SOUTH REGESTER STREET,"[{4893740172, 49532655, 49532660, 49493751, 49507737}]"
HARROD COURT,"[{37798396, 37716038}]"
WYNDMOOR PLACE,"[{37775184, 37775186}]"
OLD ORCHARD LANE,"[{37814850, 37702839}]"
AVERY ROAD,"[{37848832, 37848782, 37758737, 37750228, 37751253, 37763354, 37700861}]"
BUFFALO RUN ROAD,"[{37766297, 37766334}]"
CUTLASS COURT,"[{37603777, 37603779}]"
SUNLIGHT ROAD,"[{37842179, 37630006}]"
DEER PASS COURT,"[{37586307, 37586292}]"
MARTIN ROAD,"[{37685507, 37685541, 37685482, 37685530, 37640186, 37685503}]"
ALCONBURY ROAD,"[{37701072, 37694029, 37701086}]"
HENSEL AVENUE,"[{37683372, 37683373}]"
SOUTH MORERICK AVENUE,"[{37852452, 37852453, 37685453, 37852435, 37562165}]"
OLIVIA ROAD,"[{37597728, 37597768, 37597736, 37597772, 37562586}]"
ANNOR COURT,"[{49479042, 49481218}]"
CHANNING ROAD,"[{37647963, 37476860, 37647979, 37648006}]"
CATOR AVENUE,"[{49481383, 49481386, 49458474, 49481388, 49481398, 49378681, 49378683}]"
TACHBROOK ROAD,"[{37772529, 37664463}]"
GRINDON AVENUE,"[{49484930, 49484933, 49484935, 49460489, 49484946, 49484820, 49484952, 49484824, 49484955, 49412765, 49412766, 49484957, 3940948387, 49469476, 49484839, 3940948400, 912971444, 49475896, 49475898, 49484858, 49484869, 1886258132, 49484903, 49476332, 49484922, 49484923, 49463292}]"
KIRK HILL COURT,"[{37938568, 37593699}]"
TRENTON MILL ROAD,"[{37636409, 37665292}]"
BARTLETT AVENUE,"[{49526648, 49513140, 49526647}]"
RETREAT STREET,"[{49479012, 49424484, 9681435944, 49479019, 49379071, 49457788, 49479007}]"
ESTHER PLACE,"[{49492134, 49492135, 49492138, 49492139, 49492140}]"
HUNTING CREEK COURT,"[{37598470, 37598479}]"
PLATEAU ROAD,"[{37735131, 37734678}]"
SOUTH FRANKLINTOWN ROAD,"[{49483296, 49510052, 49501412, 49528038, 49456716, 49474733, 49528468, 49510644, 49528472, 49484540, 49528477, 911385182}]"
SHAWAN ROAD,"[{37449859, 37449861, 245780234, 956122911, 956122926, 2973122098, 2973122100, 670866614, 2973122102, 37349183, 37370818, 37594179, 37349195, 1411746255, 5268695505, 37684693, 37503198, 37910112, 245780194, 37651941, 37671397, 37641577, 670866674, 673854966, 37449846, 37449848, 37449852}]"
BELINDA AVENUE,"[{37743491, 37743503}]"
HONEYWOOD PLACE,"[{37801850, 37801765}]"
FALLSHIRE COURT,"[{37567037, 37567039}]"
PARK GROVE AVENUE,"[{37903202, 1856521061, 37705766, 37841735, 37703401, 37722891, 37716858}]"
SELFRIDGE ROAD,"[{821885890, 821885876, 821885863}]"
REDGATE COURT,"[{37589339, 37589333}]"
FROG MORTAR ROAD,"[{37612224, 37704917, 37612238}]"
PINEWOOD ROAD,"[{37711074, 37711043, 37711079, 37711080, 37255346, 37711068}]"
THAMES STREET,"[{49496163, 49534980, 1361080425, 3741812620, 631149655, 49477883, 49534972, 49534975, 49478239}]"
BLUE LICK RUN ROAD,"[{11597611003, 11597611004, 10863869198}]"
SOUTH BEECHFIELD AVENUE,"[{49501568, 49399169, 49501572, 37602059, 49493909, 49504666, 37670298, 37626921, 49524671, 49486415, 37619923, 49524694, 49515735, 49504603, 49464667, 37776350, 49504617, 49524723, 49524727, 37759868, 49524734}]"
SATURN COURT,"[{37862171, 37733324}]"
WINTERS LANE,"[{37283585, 37573250, 37595873, 37595844, 37595877, 37595881, 920739050, 37595820, 37595856, 37595858, 37595891, 37595828, 37595893, 37585913, 37595866, 37499611}]"
NASHUA COURT,"[{37322272, 37902756}]"
MILBERT COURT,"[{37824584, 37824585}]"
SOLWAY COURT,"[{37835986, 37835979}]"
LEE COURT,"[{37835184, 37687245}]"
HATTON ROAD,"[{37741665, 37644906, 37741680, 49502868, 49502870, 49502875, 37741660}]"
BERNADOTTE COURT,"[{1616757747, 37760669}]"
LAKE RIDGE PLACE,"[{37871209, 37824087}]"
STARBIT ROAD,"[{37640245, 37640260, 37640285, 37632206}]"
ELBANK AVENUE,"[{49539282, 49480830, 49489079}]"
ROYALTY CIRCLE,"[{37901016, 37900989}]"
SOUTH LAKEWOOD AVENUE,"[{49414240, 49524928, 49483842, 49524931, 49532576, 49524933, 2123388806, 2123388808, 1355244364, 49461046, 49471387, 49524924, 49524926}]"
CLIFTON PARK TERRACE,"[{49539776, 49568199, 49564059, 49467991}]"
SAINT GEORGES STATION ROAD,"[{37635934, 37635927}]"
MARKLAND AVENUE,"[{9389609937, 49462365, 49500614}]"
BAYSIDE DRIVE,"[{37617889, 37677159, 37740971, 37571790, 37623646, 37740916, 37740918, 37677145, 37617915, 37740990}]"
CEDARHILL ROAD,"[{37893457, 37682026, 37735853, 37682054}]"
JOHNNYCAKE ROAD,"[{37687680, 37687681, 37687810, 37240963, 37625475, 37565573, 37687812, 37687679, 37687560, 1367931027, 37687706, 37636123, 37687707, 37319325, 37680798, 37682337, 37635238, 37607078, 37586089, 9662322093, 960966062, 37687735, 8484994490, 37441086, 37585986, 37683526, 37687753, 37371857, 37687768, 37687776, 37687520, 37687524, 37660261, 37687654, 37687527, 37687656, 37687658, 37687660, 37687662, 37687536, 37680753, 37362676, 37617271, 37687676, 37687678, 994225919}]"
MELLOW COURT,"[{37593891, 37593893}]"
LAVERNE AVENUE,"[{37461952, 37679360, 37626279, 37679340, 37679352, 37679353, 37679356, 37679358}]"
DOGWOOD ROAD,"[{37627137, 37868932, 37630727, 37647241, 37868809, 393529875, 393529876, 37698198, 37621018, 994044315, 37868831, 37689124, 37853995, 37798445, 37308719, 37756208, 37841455, 37609655, 37564219, 37618240, 631990721, 37805641, 37869258, 37698635, 37803084, 37681101, 393529804, 37665623, 393529816, 37635033, 37632230, 393491046, 393491047, 393529835, 37805808, 37648114, 37649270, 37765245, 393529854}]"
FLAGSHIP ROAD,"[{37811017, 37805412, 37826662}]"
TORNER ROAD,"[{37598665, 37742505, 37659397}]"
OAKMOOR DRIVE,"[{37832960, 37622596, 37726726, 37674323, 37597945, 37835166}]"
SEMINARY DRIVE,"[{37562249, 37605834, 37700257}]"
QUILTING BEE ROAD,"[{37658944, 37568709, 1710278565}]"
GRASTY WOODS LANE,"[{37605892, 37605908}]"
SPIRIT LANE,"[{37590354, 37640172}]"
NAYGALL ROAD,"[{37628051, 37628022}]"
PADDOCK LANE,"[{1362310011, 1362310108}]"
VERNON ROAD,"[{37830564, 37848078, 37888112, 37742868, 37862874, 3015670044}]"
HANNAHS MILL DRIVE,"[{37609218, 37764333, 37353711}]"
ALDWORTH ROAD,"[{37564715, 37683949, 37778910, 37646671}]"
CRESTWICK ROAD,"[{37445341, 1723069733, 37636100, 37814869}]"
HAMPNETT AVENUE,"[{8061213444, 49493001, 49493002, 49493003, 49493004, 49493014, 49493017, 49484955, 49484957, 49460516, 1102918821, 49457589, 49488328, 49477337, 49492972, 49492974, 49476340, 49492987, 49492991}]"
AIKEN AVENUE,"[{37804472, 37654849}]"
CHARNWOOD ROAD,"[{37806931, 37807884}]"
SUGAR MILL CIRCLE,"[{37792236, 37792229}]"
NORFOLK AVENUE,"[{49481828, 2158383877, 49484167, 2276239308, 49484147, 49484148, 1513672308, 49484151, 49484152, 49484153, 49473466, 49484155, 49484156, 49481597}]"
MONTGOMERY ROAD,"[{37348433, 37348438}]"
MARYHILL COURT,"[{37915858, 37831211}]"
BRANTLEY AVENUE,"[{49499603, 49500334}]"
ROYAHN AVENUE,"[{37658163, 37658165}]"
TUPELO PLACE,"[{37786553, 37735594}]"
ZELL COURT,"[{37815916, 37693316}]"
ANGLESEA STREET,"[{49557024, 49476517, 49495366, 49378184, 49460938, 8763020496, 49493813, 1247830106, 6799810108, 1300413534}]"
GLENBARR COURT,"[{37579848, 37579849, 37579851}]"
HAMLET AVENUE,"[{49541505, 387548002, 49541507, 49541506, 49497732, 49541509, 49541508, 49506639, 49477328, 49477329, 49521712, 49541520, 49541524, 49457654, 49501015, 49524216, 49479481, 49472314}]"
IRVING PLACE,"[{37853456, 37561299, 37567691, 37853447}]"
LINCOLN DRIVE,"[{37671768, 37787204}]"
BRANDT AVENUE,"[{37637442, 1296349693}]"
ALTON COURT,"[{37761425, 37873250}]"
KINTORE COURT,"[{37722058, 37741774}]"
PATON AVENUE,"[{49378833, 49561242, 49561243}]"
LEWIS ROAD,"[{37664258, 37791164, 37685430}]"
QUAIL STREET,"[{49519909, 49519911, 49401807, 49471282, 49483802, 833277597, 833277599}]"
WILVAN AVENUE,"[{49560385, 49560387, 49495240, 49498825, 49460369, 49554899, 49556764, 49460926}]"
WILTON HEIGHTS AVENUE,"[{49459456, 49459469, 1101347686, 49459455}]"
ELMERE ROAD,"[{37723825, 37723818}]"
PEACHTREE COURT,"[{37717594, 37717595}]"
METEOR COURT,"[{1357156204, 37816117}]"
BELLCHASE COURT,"[{37300912, 37733954, 37738700, 37290046}]"
MONIKA PLACE,"[{37673328, 9708970941, 37631494, 9708970943}]"
NOTTING HILL COURT,"[{37685204, 37866103}]"
PRODUCTS DRIVE,"[{37784657, 37818204}]"
GROSVENOR COURT,"[{7890143040, 37779035, 37779037}]"
FLORENCE AVENUE,"[{49459456, 49535577, 49521646}]"
SOUTH STRICKER STREET,"[{49481089, 49474698, 49510603, 49456684, 49484526, 49560535, 49562364}]"
CHART AVENUE,"[{49503779, 49481116, 49503781, 49503782}]"
GRAY HAVEN COURT,"[{37645235, 37339372}]"
LAKESPRING WAY,"[{37292001, 37869474, 37830915, 37871237, 37671045, 37730505, 37871209, 37720957, 37817486, 37670461, 37871262, 37871263}]"
HESS ROAD,"[{37779064, 37779091}]"
MORGAUSE PLACE SOUTH,"[{1055497257, 1055497099, 1055497263}]"
KEVSWAY COURT,"[{37887332, 2327012373, 37887358}]"
WEST 29TH DIVISION STREET,"[{2632393831, 49475649, 49475653, 49475647}]"
REDLEAF ROSE COURT,"[{37471640, 1462334023}]"
OAKFIELDS COURT,"[{3046068950, 3046068942}]"
